what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352404601242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352404654262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352404747394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352404760187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352404771116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352404856648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405115700
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1352405134032
error,log,,,"Internal Error",1352405138926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405168159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405414086
error,log,,,"Internal Error",1352405529845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405567758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405584091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405588814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405819931
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352405826130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352405842037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405845768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405876160
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352405877888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352405880901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405891825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352405951086
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352405956565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405970972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405987915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352405997994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406001410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352406143205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406319030
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352406320499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406373559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406385643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406436265
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352406449464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406453939
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352406455428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406483260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406493567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406650389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406719670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406807536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352406807794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352406812631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352407039022
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352407040872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407065792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407067900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352407071114
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352407119837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352407240879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352407243048
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352407348800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352407376233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407421970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407455536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352407456526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352407497562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407584316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407586265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407601437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407610049
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352407615210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352407664303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352407681463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407795725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352407796606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352407829430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352407831961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1352407895028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352408021540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352408024521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408034278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408141216
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408153429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408198221
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1352408215060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408248840
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352408266193
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352408286162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408310725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352408356145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352408363023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352408367756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408370045
activated,view,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.ResultView",1352408405118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408405201
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408409706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408412459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408543931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408548685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352408646634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352408651475
error,log,,,"Internal Error",1352408667124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408737147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408823016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408824833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408825117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352408829419
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408830839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352408842091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408849339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352408880611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409066471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409138810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409142525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409182393
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409204477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409206308
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409206309
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409207900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409217032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409309475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409814813
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409823731
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409823758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409853015
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409924615
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352409926271
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1352409934858
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1352409934874
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1352409936558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409939044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409946048
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409946236
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409946268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409948873
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352409953959
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352409964676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409966334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409966596
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352409968759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409971181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352409971434
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410007357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352410018364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410019640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352410022918
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410050590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410055769
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352410060090
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410062696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410065017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410067607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410078952
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410083741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410122391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410123581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410129499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410132814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410162170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410166318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410170937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410176027
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410182606
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410208459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410226729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410232498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410333274
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410359243
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410363963
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410371710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410478789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410494328
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410496879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410507779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410567693
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410575481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352410580436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352410582645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410599703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410604843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410610707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410614850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410619921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352410629081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352410720886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410757017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410760584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410826051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352410834589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352410939308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352410941318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352411036199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352411042913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411163815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411230965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352411250922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1352411474405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1352411475776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411521965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411525977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411579948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411639300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411722668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411795277
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352411798423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352411834571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411851732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411871615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411915476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352411938890
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412450892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352412528356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412531366
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412603098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412606960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352412608250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352412611767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352412637334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352412664620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352412683820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352412685255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412787257
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352412796324
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413045874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413122701
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413134983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352413179769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352413181172
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352413202554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352413211001
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352413219170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413223448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352413224938
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413227824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413239363
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352413275168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413276724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413277098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413296627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413301346
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352413304049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413305558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413305794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352413324805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413343321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413345821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413781984
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413790708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413800651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352413903661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352413905356
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352414052486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352414053794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352414054047
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1352414271499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352414284585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352414387040
